*****************************************************
********  Simulation Results Two Body System  *************

Time	Disp_Body_1	Disp_Body_2
1.50800000	418.85343418	4.90962605
1.51000000	418.50354964	4.41264651
1.51200000	418.15416405	3.91564790
1.51400000	417.80529308	3.41864826
1.51600000	417.45695225	2.92166565
1.51800000	417.10915688	2.42471820
1.52000000	416.76192214	1.92782405
1.52200000	416.41526301	1.43100138
1.52400000	416.06919432	0.93426843
1.52600000	415.72373069	0.43764345
1.52800000	415.37888661	-0.05885529
1.53000000	415.03467638	-0.55520944
1.53200000	414.69111412	-1.05140067
1.53400000	414.34821380	-1.54741060
1.53600000	414.00598923	-2.04322082
1.53800000	413.66445402	-2.53881291
1.54000000	413.32362164	-3.03416841
1.54200000	412.98350539	-3.52926884
1.54400000	412.64411841	-4.02409571
1.54600000	412.30547367	-4.51863050
1.54800000	411.96758398	-5.01285469
1.55000000	411.63046199	-5.50674971
1.55200000	411.29412019	-6.00029701
1.55400000	410.95857091	-6.49347801
1.55600000	410.62382634	-6.98627413
1.55800000	410.28989847	-7.47866675
1.56000000	409.95679919	-7.97063729
1.56200000	409.62454019	-8.46216711
1.56400000	409.29313303	-8.95323761
1.56600000	408.96258912	-9.44383015
1.56800000	408.63291970	-9.93392611
1.57000000	408.30413589	-10.42350688
1.57200000	407.97624862	-10.91255381
1.57400000	407.64926872	-11.40104829
1.57600000	407.32320683	-11.88897170
1.57800000	406.99807348	-12.37630542
1.58000000	406.67387904	-12.86303084
1.58200000	406.35063373	-13.34912938
1.58400000	406.02834765	-13.83458243
1.58600000	405.70703074	-14.31937143
1.58800000	405.38669281	-14.80347781
1.59000000	405.06734354	-15.28688302
1.59200000	404.74899246	-15.76956853
1.59400000	404.43164896	-16.25151583
1.59600000	404.11532232	-16.73270642
1.59800000	403.80002168	-17.21312182
1.60000000	403.48575602	-17.69274359
1.60200000	403.17253424	-18.17155330
1.60400000	402.86036506	-18.64953255
1.60600000	402.54925711	-19.12666297
1.60800000	402.23921889	-19.60292620
1.61000000	401.93025874	-20.07830393
1.61200000	401.62238493	-20.55277788
1.61400000	401.31560556	-21.02632981
1.61600000	401.00992865	-21.49894148
1.61800000	400.70536206	-21.97059473
1.62000000	400.40191357	-22.44127141
1.62200000	400.09959081	-22.91095343
1.62400000	399.79840131	-23.37962271
1.62600000	399.49835250	-23.84726124
1.62800000	399.19945166	-24.31385105
1.63000000	398.90170600	-24.77937420
1.63200000	398.60512259	-25.24381281
1.63400000	398.30970840	-25.70714904
1.63600000	398.01547029	-26.16936511
1.63800000	397.72241502	-26.63044328
1.64000000	397.43054923	-27.09036588
1.64200000	397.13987948	-27.54911526
1.64400000	396.85041220	-28.00667385
1.64600000	396.56215374	-28.46302415
1.64800000	396.27511034	-28.91814868
1.65000000	395.98928814	-29.37203005
1.65200000	395.70469318	-29.82465092
1.65400000	395.42133141	-30.27599401
1.65600000	395.13920867	-30.72604210
1.65800000	394.85833074	-31.17477805
1.66000000	394.57870327	-31.62218478
1.66200000	394.30033184	-32.06824527
1.66400000	394.02322192	-32.51294257
1.66600000	393.74737891	-32.95625980
1.66800000	393.47280811	-33.39818016
1.67000000	393.19951475	-33.83868692
1.67200000	392.92750395	-34.27776342
1.67400000	392.65678076	-34.71539306
1.67600000	392.38735014	-35.15155936
1.67800000	392.11921698	-35.58624586
1.68000000	391.85238607	-36.01943623
1.68200000	391.58686214	-36.45111420
1.68400000	391.32264981	-36.88126357
1.68600000	391.05975367	-37.30986823
1.68800000	390.79817819	-37.73691216
1.69000000	390.53792778	-38.16237943
1.69200000	390.27900678	-38.58625417
1.69400000	390.02141946	-39.00852063
1.69600000	389.76516999	-39.42916312
1.69800000	389.51026251	-39.84816605
1.70000000	389.25670105	-40.26551393
1.70200000	389.00448960	-40.68119135
1.70400000	388.75363206	-41.09518300
1.70600000	388.50413229	-41.50747365
1.70800000	388.25599404	-41.91804817
1.71000000	388.00922105	-42.32689155
1.71200000	387.76381695	-42.73398883
1.71400000	387.51978532	-43.13932519
1.71600000	387.27712969	-43.54288589
1.71800000	387.03585352	-43.94465629
1.72000000	386.79596019	-44.34462185
1.72200000	386.55745307	-44.74276814
1.72400000	386.32033541	-45.13908081
1.72600000	386.08461045	-45.53354565
1.72800000	385.85028134	-45.92614853
1.73000000	385.61735121	-46.31687542
1.73200000	385.38582309	-46.70571241
1.73400000	385.15569999	-47.09264569
1.73600000	384.92698485	-47.47766157
1.73800000	384.69968057	-47.86074645
1.74000000	384.47378998	-48.24188684
1.74200000	384.24931587	-48.62106938
1.74400000	384.02626098	-48.99828081
1.74600000	383.80462799	-49.37350797
1.74800000	383.58441955	-49.74673784
1.75000000	383.36563824	-50.11795748
1.75200000	383.14828661	-50.48715409
1.75400000	382.93236715	-50.85431497
1.75600000	382.71788231	-51.21942755
1.75800000	382.50483449	-51.58247937
1.76000000	382.29322606	-51.94345806
1.76200000	382.08305932	-52.30235142
1.76400000	381.87433655	-52.65914733
1.76600000	381.66705997	-53.01383379
1.76800000	381.46123177	-53.36639893
1.77000000	381.25685410	-53.71683101
1.77200000	381.05392904	-54.06511839
1.77400000	380.85245867	-54.41124956
1.77600000	380.65244501	-54.75521314
1.77800000	380.45389003	-55.09699785
1.78000000	380.25679568	-55.43659256
1.78200000	380.06116387	-55.77398624
1.78400000	379.86699645	-56.10916799
1.78600000	379.67429526	-56.44212706
1.78800000	379.48306209	-56.77285278
1.79000000	379.29329869	-57.10133464
1.79200000	379.10500678	-57.42756224
1.79400000	378.91818805	-57.75152532
1.79600000	378.73284413	-58.07321372
1.79800000	378.54897665	-58.39261744
1.80000000	378.36658719	-58.70972658
1.80200000	378.18567728	-59.02453138
1.80400000	378.00624843	-59.33702222
1.80600000	377.82830214	-59.64718958
1.80800000	377.65183983	-59.95502410
1.81000000	377.47686292	-60.26051652
1.81200000	377.30337279	-60.56365773
1.81400000	377.13137079	-60.86443874
1.81600000	376.96085823	-61.16285069
1.81800000	376.79183640	-61.45888487
1.82000000	376.62430656	-61.75253267
1.82200000	376.45826992	-62.04378562
1.82400000	376.29372768	-62.33263540
1.82600000	376.13068100	-62.61907380
1.82800000	375.96913101	-62.90309275
1.83000000	375.80907881	-63.18468432
1.83200000	375.65052548	-63.46384068
1.83400000	375.49347207	-63.74055417
1.83600000	375.33791958	-64.01481725
1.83800000	375.18386900	-64.28662250
1.84000000	375.03132129	-64.55596265
1.84200000	374.88027738	-64.82283055
1.84400000	374.73073816	-65.08721918
1.84600000	374.58270452	-65.34912167
1.84800000	374.43617728	-65.60853127
1.85000000	374.29115727	-65.86544136
1.85200000	374.14764528	-66.11984546
1.85400000	374.00564206	-66.37173723
1.85600000	373.86514834	-66.62111045
1.85800000	373.72616484	-66.86795904
1.86000000	373.58869222	-67.11227704
1.86200000	373.45273114	-67.35405865
1.86400000	373.31828222	-67.59329818
1.86600000	373.18534605	-67.82999008
1.86800000	373.05392321	-68.06412893
1.87000000	372.92401423	-68.29570945
1.87200000	372.79561962	-68.52472649
1.87400000	372.66873987	-68.75117503
1.87600000	372.54337544	-68.97505019
1.87800000	372.41952676	-69.19634722
1.88000000	372.29719424	-69.41506149
1.88200000	372.17637825	-69.63118852
1.88400000	372.05707914	-69.84472396
1.88600000	371.93929723	-70.05566358
1.88800000	371.82303283	-70.26400329
1.89000000	371.70828620	-70.46973913
1.89200000	371.59505757	-70.67286729
1.89400000	371.48334717	-70.87338406
1.89600000	371.37315518	-71.07128588
1.89800000	371.26448175	-71.26656932
1.90000000	371.15732703	-71.45923107
1.90200000	371.05169111	-71.64926798
1.90400000	370.94757406	-71.83667700
1.90600000	370.84497594	-72.02145522
1.90800000	370.74389677	-72.20359987
1.91000000	370.64433653	-72.38310829
1.91200000	370.54629520	-72.55997797
1.91400000	370.44977270	-72.73420651
1.91600000	370.35476895	-72.90579167
1.91800000	370.26128382	-73.07473130
1.92000000	370.16931716	-73.24102341
1.92200000	370.07886879	-73.40466612
1.92400000	369.98993851	-73.56565769
1.92600000	369.90252609	-73.72399649
1.92800000	369.81663124	-73.87968104
1.93000000	369.73225369	-74.03270998
1.93200000	369.64939310	-74.18308206
1.93400000	369.56804912	-74.33079618
1.93600000	369.48822137	-74.47585135
1.93800000	369.40990943	-74.61824672
1.94000000	369.33311287	-74.75798155
1.94200000	369.25783120	-74.89505523
1.94400000	369.18406392	-75.02946728
1.94600000	369.11181050	-75.16121734
1.94800000	369.04107036	-75.29030518
1.95000000	368.97184293	-75.41673067
1.95200000	368.90412756	-75.54049384
1.95400000	368.83792360	-75.66159482
1.95600000	368.77323035	-75.78003386
1.95800000	368.71004710	-75.89581134
1.96000000	368.64837309	-76.00892777
1.96200000	368.58820754	-76.11938375
1.96400000	368.52954962	-76.22718003
1.96600000	368.47239849	-76.33231747
1.96800000	368.41675326	-76.43479705
1.97000000	368.36261301	-76.53461987
1.97200000	368.30997680	-76.63178714
1.97400000	368.25884364	-76.72630021
1.97600000	368.20921252	-76.81816053
1.97800000	368.16108239	-76.90736966
1.98000000	368.11445215	-76.99392930
1.98200000	368.06932071	-77.07784124
1.98400000	368.02568690	-77.15910742
1.98600000	367.98354953	-77.23772985
1.98800000	367.94290740	-77.31371070
1.99000000	367.90375923	-77.38705223
1.99200000	367.86610374	-77.45775681
1.99400000	367.82993961	-77.52582693
1.99600000	367.79526546	-77.59126520
1.99800000	367.76207991	-77.65407434
